id,sqm,room,price,description,agency,url,date,source
9729336,32,1,37900000,"3 az 1-ben! Tökéletes befektetés, ahol a modern stílus, és a belvárosi életérzés találkozik. A NYUGATI TÉRHEZ KÖZEL, FELÚJÍTOTT, EMELETI LAKÁSOK ELADÓK!!! AZ V. KERÜLETBEN, ÚJ LIPÓTVÁROS kedvelt részén, kerültek kialakításra egy 30 m2-s, amerikai...",CDC Ingatlan IV.Ker. Szita Ingatlan Kft.,https://ingatlanok.hu/elado/lakas/budapest_v_ker/37-millio-ft;32-negyzetmeter;1-szoba;tegla-epitesu/9729336,2019-12-02,hu
9721669,32,1,37900000,"3 az 1-ben! Tökéletes befektetés, ahol a modern stílus, és a belvárosi életérzés találkozik. A NYUGATI TÉRHEZ KÖZEL, FELÚJÍTOTT, EMELETI LAKÁSOK ELADÓK!!! AZ V. KERÜLETBEN, ÚJ LIPÓTVÁROS kedvelt részén, kerültek kialakításra egy 30 m2-s, amerikai...",Cdci Teréz krt-i iroda,https://ingatlanok.hu/elado/lakas/budapest_v_ker/37-millio-ft;32-negyzetmeter;1-szoba;tegla-epitesu/9721669,2019-12-02,hu
9752859,32,1,37900000,"3 az 1-ben! Tökéletes befektetés, ahol a modern stílus, és a belvárosi életérzés találkozik. A NYUGATI TÉRHEZ KÖZEL, FELÚJÍTOTT, EMELETI LAKÁSOK ELADÓK!!! AZ V. KERÜLETBEN, LIPÓTVÁROS kedvelt részén, kerültek kialakításra egy 30 m2-s, amerikai...",CDC Bokréta,https://ingatlanok.hu/elado/lakas/budapest_v_ker/37-millio-ft;32-negyzetmeter;1-szoba;tegla-epitesu/9752859,2019-12-02,hu
9720076,32,1,37900000,"3 az 1-ben! Tökéletes befektetés, ahol a modern stílus, és a belvárosi életérzés találkozik. A NYUGATI TÉRHEZ KÖZEL, FELÚJÍTOTT, EMELETI LAKÁSOK ELADÓK!!! AZ V. KERÜLETBEN, ÚJ LIPÓTVÁROS kedvelt részén, kerültek kialakításra egy 30 m2-s, amerikai...",CDC Báthory,https://ingatlanok.hu/elado/lakas/budapest_v_ker/37-millio-ft;32-negyzetmeter;1-szoba;tegla-epitesu/9720076,2019-12-02,hu
9824960,28,1,44500000,"GYÖNYÖRŰEN FELÚJÍTOTT GARZONLAKÁS A BELVÁROSBAN!
V. kerületben, Garibaldi utcában eladó egy 28 nm-es, galériás, 4. emeleti, udvari nézetű kis lakás!
A társasház átlagos állapotú, több lakás is airbnb- ként is üzemel az épületben, ezért...",OTP Ingatlanpont Hűvösvölgyi út,https://ingatlanok.hu/elado/lakas/budapest_v_ker/44-millio-ft;28-negyzetmeter;1-szoba;tegla-epitesu/9824960,2019-12-02,hu
9813886,33,1,42400000,"Belváros szívében felújított erkélyes lakás eladó.
Eladó egy századfordulós pesti, szépen felújított társasház negyedik emeletén egy felújított, erkélyes lakás.
A lakás 2019-ben teljeskörű felújításon esett át amely magába foglalta a...",,https://ingatlanok.hu/elado/lakas/budapest_v_ker/42-millio-ft;33-negyzetmeter;1-1-szoba;tegla-epitesu/9813886,2019-12-02,hu
9739093,30,1,43300000,"Budapest, 5th district, Vaci street, 30 m2 135.000 Euro
Vaci-street,sunny studio&balcony,view,newly furnished,internet,AC (5thVaci-utca,Ferencziek-tere,Main-Market)
5th-Vaci-street,sunny studio&balcony,view,newly furnished,internet
-near...",,https://ingatlanok.hu/elado/lakas/budapest_v_ker/43-millio-ft;30-negyzetmeter;1-szoba;nincs-megadva-epitesu/9739093,2019-12-02,hu
9738947,30,1,43300000,"Budapest, 5th district, Vaci street, 30 m2 130.000 Euro
Vaci-street,sunny studio&balcony,view,newly furnished,internet,AC (5thVaci-utca,Ferencziek-tere,Main-Market)
5th-Vaci-street,sunny studio&balcony,view,newly furnished,internet
-near...",,https://ingatlanok.hu/elado/lakas/budapest_v_ker/43-millio-ft;30-negyzetmeter;1-szoba;nincs-megadva-epitesu/9738947,2019-12-02,hu
9352021,26,1,28600000,"Budapest V. kerületének központi közkedvelt részén, ötemeletes téglaépítésű társasház 2. emeletén, 26nm-es lakás eladó.
Az ingatlan falai fiatalos, halvány színekre lettek festve.
Szobái magas kopásállóságú és jó állapotban lévő laminált...",GREAT HOME,https://ingatlanok.hu/elado/lakas/budapest_v_ker/28-millio-ft;26-negyzetmeter;1-szoba;tegla-epitesu/9352021,2019-12-02,hu
9805078,28,1,29900000,"Eladásra kínálunk Budapest 5. kerületében a Városház utcában egy fölszinti kis lakást. Tulajdoni lap szerint 28 m2, a valóságban 32. Fűtését gáz konvektor biztosítja. A vezetékek, burkolatok és nyílászárók cseréje 2019-ben megtörtént, teljes...",,https://ingatlanok.hu/elado/lakas/budapest_v_ker/29-millio-ft;28-negyzetmeter;1-szoba;tegla-epitesu/9805078,2019-12-02,hu
9737873,32,1,37900000,"3 az 1-ben! Tökéletes befektetés, ahol a modern stílus, és a belvárosi életérzés találkozik. A NYUGATI TÉRHEZ KÖZEL, FELÚJÍTOTT, EMELETI LAKÁSOK ELADÓK!!! AZ V. KERÜLETBEN, ÚJ LIPÓTVÁROS kedvelt részén, kerültek kialakításra egy 30 m2-s, amerikai...",CDC Báthory,https://ingatlanok.hu/elado/lakas/budapest_v_ker/37-millio-ft;32-negyzetmeter;1-szoba;tegla-epitesu/9737873,2019-12-02,hu
9809456,29,1,39900000,"V. kerületben, a Ferenciek tere, a Dunapart, Belgrád rakpart és az Erzsébet híd közvetlen szomszédságában, a Váci utcában, 1912-ben épült, liftes, eklektikus stílusú nagypolgári ház 2. emeletén kínálunk eladásra egy 29 nm-es, 1 szobás (20,5 nm),...",Homexpress Ingatlaniroda,https://ingatlanok.hu/elado/lakas/budapest_v_ker/belvaros;39-millio-ft;29-negyzetmeter;1-szoba;tegla-epitesu/9809456,2019-12-02,hu
9762857,32,1,37900000,"3 az 1-ben! Tökéletes befektetés, ahol a modern stílus, és a belvárosi életérzés találkozik. A NYUGATI TÉRHEZ KÖZEL, FELÚJÍTOTT, EMELETI LAKÁSOK ELADÓK!!! AZ V. KERÜLETBEN, LIPÓTVÁROS kedvelt részén, kerültek kialakításra egy 30 m2-s, amerikai...",CDC Ingatlan IV.Ker. Szita Ingatlan Kft.,https://ingatlanok.hu/elado/lakas/budapest_v_ker/37-millio-ft;32-negyzetmeter;1-szoba;tegla-epitesu/9762857,2019-12-02,hu
javascript:;,,,,,,javascript:;,2019-12-02,hu
javascript:;,,,,,,javascript:;,2019-12-02,hu
javascript:;,,,,,,javascript:;,2019-12-02,hu
javascript:;,,,,,,javascript:;,2019-12-02,hu
