id,sqm,room,type,price,description,agency,url,date,source
9739093,30,1,Nincs,43300000,"Budapest, 5th district, Vaci street, 30 m2 135.000 Euro
Vaci-street,sunny studio&balcony,view,newly furnished,internet,AC (5thVaci-utca,Ferencziek-tere,Main-Market)
5th-Vaci-street,sunny studio&balcony,view,newly furnished,internet
-near...",,https://ingatlanok.hu/elado/lakas/budapest_v_ker/43-millio-ft;30-negyzetmeter;1-szoba;nincs-megadva-epitesu/9739093,2019-10-14,hu
9738947,30,1,Nincs,43300000,"Budapest, 5th district, Vaci street, 30 m2 130.000 Euro
Vaci-street,sunny studio&balcony,view,newly furnished,internet,AC (5thVaci-utca,Ferencziek-tere,Main-Market)
5th-Vaci-street,sunny studio&balcony,view,newly furnished,internet
-near...",,https://ingatlanok.hu/elado/lakas/budapest_v_ker/43-millio-ft;30-negyzetmeter;1-szoba;nincs-megadva-epitesu/9738947,2019-10-14,hu
9738993,29,1,Nincs,33500000,"Váci utca sarkán, frekventált helyen, jó állapotú társasházban lévő, udvari nézetű lakás. Állapotát tekintve a hidegburkolatok közepes állapotúak, a szobában eredeti parketta van és karbantartott nyílászárók. A lakás alacsony fenntartási...",Tecnocasa,https://ingatlanok.hu/elado/lakas/budapest_v_ker/33-millio-ft;29-negyzetmeter;1-szoba;nincs-megadva-epitesu/9738993,2019-10-14,hu
9352021,26,1,Tégla,28600000,"Budapest V. kerületének központi közkedvelt részén, ötemeletes téglaépítésű társasház 2. emeletén, 26nm-es lakás eladó.
Az ingatlan falai fiatalos, halvány színekre lettek festve.
Szobái magas kopásállóságú és jó állapotban lévő laminált...",GREAT HOME,https://ingatlanok.hu/elado/lakas/budapest_v_ker/28-millio-ft;26-negyzetmeter;1-szoba;tegla-epitesu/9352021,2019-10-14,hu
9603730,33,1,Tégla,44300000,"EGYETEMISTÁK - BEFEKTETŐK- ELSŐ LAKÁSUKAT KERESŐK FIGYELEM!!!
Budapest 3 nagy egyetemének ( BME, Corvinus, ELTE ) közvetlen közelében kínálok eldásra egy igazi kis garzont, mely nem mellesleg gyönyörű PANORÁMÁVAL is meg van áldva!
A lakás...",,https://ingatlanok.hu/elado/lakas/budapest_v_ker/44-millio-ft;33-negyzetmeter;1-szoba;tegla-epitesu/9603730,2019-10-14,hu
9728848,30,1,Tégla,37500000,"3 az 1-ben! Tökéletes befektetés, ahol a modern stílus, és a belvárosi életérzés találkozik. A NYUGATI TÁRHEZ KÖZEL, FELÚJÍTOTT, EMELETI LAKÁSOK ELADÓK!!! AZ V. KERÜLETBEN, ÚJ LIPÓTVÁROS kedvelt részén, kerültek kialakításra egy 30 m2-s, amerikai...",Cdci Teréz krt-i iroda,https://ingatlanok.hu/elado/lakas/budapest_v_ker/37-millio-ft;30-negyzetmeter;1-1-szoba;tegla-epitesu/9728848,2019-10-14,hu
9618092,27,2,Tégla,22700000,"*** V. KERÜLETI, BELSŐUDVAROS LAKÁS ELADÓ A SZENT ISTVÁN KÖRÚTON ***
Eladásra kínálok egy, tulajdoni lap szerint 27m2, két szintes (13,5+13,5m2) felújítandó garzont. Elhelyezkedése a Nyugati tér és a Jászai Mari tér között , a körúton van....",OTP Ingatlanpont Szépvölgyi út,https://ingatlanok.hu/elado/lakas/budapest_v_ker/22-millio-ft;27-negyzetmeter;2-szoba;tegla-epitesu/9618092,2019-10-14,hu
9737873,32,1,Tégla,39900000,"3 az 1-ben! Tökéletes befektetés, ahol a modern stílus, és a belvárosi életérzés találkozik. A NYUGATI TÉRHEZ KÖZEL, FELÚJÍTOTT, EMELETI LAKÁSOK ELADÓK!!! AZ V. KERÜLETBEN, ÚJ LIPÓTVÁROS kedvelt részén, kerültek kialakításra egy 30 m2-s, amerikai...",CDC Báthory,https://ingatlanok.hu/elado/lakas/budapest_v_ker/39-millio-ft;32-negyzetmeter;1-szoba;tegla-epitesu/9737873,2019-10-14,hu
9762857,32,1,Tégla,39900000,"3 az 1-ben! Tökéletes befektetés, ahol a modern stílus, és a belvárosi életérzés találkozik. A NYUGATI TÉRHEZ KÖZEL, FELÚJÍTOTT, EMELETI LAKÁSOK ELADÓK!!! AZ V. KERÜLETBEN, LIPÓTVÁROS kedvelt részén, kerültek kialakításra egy 30 m2-s, amerikai...",CDC Ingatlan IV.Ker. Szita Ingatlan Kft.,https://ingatlanok.hu/elado/lakas/budapest_v_ker/39-millio-ft;32-negyzetmeter;1-szoba;tegla-epitesu/9762857,2019-10-14,hu
9737704,30,1,Tégla,37500000,"3 az 1-ben! Tökéletes befektetés, ahol a modern stílus, és a belvárosi életérzés találkozik. A NYUGATI TÁRHEZ KÖZEL, FELÚJÍTOTT, EMELETI LAKÁSOK ELADÓK!!! AZ V. KERÜLETBEN, ÚJ LIPÓTVÁROS kedvelt részén, kerültek kialakításra egy 30 m2-s, amerikai...",CDC Báthory,https://ingatlanok.hu/elado/lakas/budapest_v_ker/37-millio-ft;30-negyzetmeter;1-1-szoba;tegla-epitesu/9737704,2019-10-14,hu
9674865,31,1,Tégla,26990000,"A Világörökség részeként ismert és közkedvelt Belgrád rakpart és a népszerű Váci utca között, a díszburkolattal ellátott Molnár utcában, egy 1909-ben épült, szép házban, eladásra kínálunk egy 30nm-es, azonnal költözhető garzonlakást, jó...",Homexpress Ingatlaniroda,https://ingatlanok.hu/elado/lakas/budapest_v_ker/belvaros;26-millio-ft;31-negyzetmeter;1-szoba;tegla-epitesu/9674865,2019-10-14,hu
9729336,32,1,Tégla,39900000,"3 az 1-ben! Tökéletes befektetés, ahol a modern stílus, és a belvárosi életérzés találkozik. A NYUGATI TÉRHEZ KÖZEL, FELÚJÍTOTT, EMELETI LAKÁSOK ELADÓK!!! AZ V. KERÜLETBEN, ÚJ LIPÓTVÁROS kedvelt részén, kerültek kialakításra egy 30 m2-s, amerikai...",CDC Ingatlan IV.Ker. Szita Ingatlan Kft.,https://ingatlanok.hu/elado/lakas/budapest_v_ker/39-millio-ft;32-negyzetmeter;1-szoba;tegla-epitesu/9729336,2019-10-21,hu
9762857,32,1,Tégla,39900000,"3 az 1-ben! Tökéletes befektetés, ahol a modern stílus, és a belvárosi életérzés találkozik. A NYUGATI TÉRHEZ KÖZEL, FELÚJÍTOTT, EMELETI LAKÁSOK ELADÓK!!! AZ V. KERÜLETBEN, LIPÓTVÁROS kedvelt részén, kerültek kialakításra egy 30 m2-s, amerikai...",CDC Ingatlan IV.Ker. Szita Ingatlan Kft.,https://ingatlanok.hu/elado/lakas/budapest_v_ker/39-millio-ft;32-negyzetmeter;1-szoba;tegla-epitesu/9762857,2019-10-21,hu
9286302,30,0,Tégla,43000000,"Eladó az V. kerületben egyedülálló panorámával rendelkező 6.emeleti 30 nm es lakás a
Liftes, rendezett épületben található a lakás.
Óriási ablakokból élvezheti a csodálatos kilátást, Deák tér -Hild tér parkot, a Szent István Bazilikát, Budapest...",Gold House Ingatlaniroda,https://ingatlanok.hu/elado/lakas/budapest_v_ker/43-millio-ft;30-negyzetmeter;0-szoba;tegla-epitesu/9286302,2019-10-21,hu
9785309,32,1,Tégla,29300000,"Megvételre kínálok a Kálvin térnél egy két emeletes társasházban lévő, belső udvarra néző csendes földszinti lakást.
T: 06-20/261-27-81
Kitűnő elhelyezkedés és közlekedés.
Minden ott van a közelben. ( Vásárcsarnok, Múzeumok, Duna...",,https://ingatlanok.hu/elado/lakas/budapest_v_ker/29-millio-ft;32-negyzetmeter;1-szoba;tegla-epitesu/9785309,2019-10-21,hu
9691179,29,1,Tégla,34900000,"Eladó a Belváros szívében, közel a Bazilikához egy 20nm-es lakás!
Jelenleg hosszútávra ki van adva, Budapest egyik legcsodálatosabb környékén, a Hercegprímás utcában, ez a földszinten található 20 nm-es (+9 nm galéria) igényesen felújított és...",Gold House Ingatlaniroda,https://ingatlanok.hu/elado/lakas/budapest_v_ker/34-millio-ft;29-negyzetmeter;1-szoba;tegla-epitesu/9691179,2019-10-21,hu
9608119,27,2,Tégla,22700000,"*** V. KERÜLETI, BELSŐUDVAROS LAKÁS ELADÓ A SZENT ISTVÁN KÖRÚTON ***
Eladásra kínálok egy, tulajdoni lap szerint 27m2, két szintes (13,5+13,5m2) felújítandó garzont. Elhelyezkedése a Nyugati tér és a Jászai Mari tér között , a körúton van....",,https://ingatlanok.hu/elado/lakas/budapest_v_ker/22-millio-ft;27-negyzetmeter;2-szoba;tegla-epitesu/9608119,2019-10-21,hu
9726534,32,1,Tégla,39900000,"3 az 1-ben! Tökéletes befektetés, ahol a modern stílus, és a belvárosi életérzés találkozik. A NYUGATI TÉRHEZ KÖZEL, FELÚJÍTOTT, EMELETI LAKÁSOK ELADÓK!!! AZ V. KERÜLETBEN, ÚJ LIPÓTVÁROS kedvelt részén, kerültek kialakításra egy 30 m2-s, amerikai...",CDC Bokréta,https://ingatlanok.hu/elado/lakas/budapest_v_ker/39-millio-ft;32-negyzetmeter;1-szoba;tegla-epitesu/9726534,2019-10-21,hu
9744984,32,1,Tégla,39900000,"3 az 1-ben! Tökéletes befektetés, ahol a modern stílus, és a belvárosi életérzés találkozik. A NYUGATI TÉRHEZ KÖZEL, FELÚJÍTOTT, EMELETI LAKÁSOK ELADÓK!!! AZ V. KERÜLETBEN, LIPÓTVÁROS kedvelt részén, kerültek kialakításra egy 30 m2-s, amerikai...",CDC Bokréta,https://ingatlanok.hu/elado/lakas/budapest_v_ker/39-millio-ft;32-negyzetmeter;1-szoba;tegla-epitesu/9744984,2019-10-21,hu
9744403,32,1,Tégla,39900000,Kiváló elosztású 1 szoba + galériás lakást kínálunk megvételre az V. kerületben. Az ingatlan a Vígszínháztól 1 perc sétára található.Második emeleti elhelyezkedésének és utcai tájolásának köszönhetően egész nap világos. A hasznos területet egy 5...,,https://ingatlanok.hu/elado/lakas/budapest_v_ker/39-millio-ft;32-negyzetmeter;1-szoba;tegla-epitesu/9744403,2019-10-21,hu
9744402,30,1,Tégla,37500000,"Kiváló elosztású 1+1 szobás lakást kínálunk megvételre az V. kerületben. Az ingatlan a Vígszínháztól 1 perc sétára található. Felújítása jelenleg is zajlik, átadása Október 15. A lakás teljes körű felújításon esik át, melynek keretében a...",,https://ingatlanok.hu/elado/lakas/budapest_v_ker/37-millio-ft;30-negyzetmeter;1-1-szoba;tegla-epitesu/9744402,2019-10-21,hu
9761402,27,2,Tégla,23500000,"ELADÓ az 5.kerületben, a Jászai és a Nyugati tér között egy udvari bejárattal rendelkező, LAKÁSCÉLRA (így akár rövid- vagy hosszútávú kiadásra) IS KIALAKÍTHATÓ ingatlan.
A helyiség belső két szintes (15 nm alapterület+ 12 nm galéria), összesen...",Gold House Ingatlaniroda,https://ingatlanok.hu/elado/lakas/budapest_v_ker/23-millio-ft;27-negyzetmeter;2-szoba;tegla-epitesu/9761402,2019-10-21,hu
9752859,32,1,Tégla,39900000,"3 az 1-ben! Tökéletes befektetés, ahol a modern stílus, és a belvárosi életérzés találkozik. A NYUGATI TÉRHEZ KÖZEL, FELÚJÍTOTT, EMELETI LAKÁSOK ELADÓK!!! AZ V. KERÜLETBEN, LIPÓTVÁROS kedvelt részén, kerültek kialakításra egy 30 m2-s, amerikai...",CDC Bokréta,https://ingatlanok.hu/elado/lakas/budapest_v_ker/39-millio-ft;32-negyzetmeter;1-szoba;tegla-epitesu/9752859,2019-10-21,hu
9720076,32,1,Tégla,39900000,"3 az 1-ben! Tökéletes befektetés, ahol a modern stílus, és a belvárosi életérzés találkozik. A NYUGATI TÉRHEZ KÖZEL, FELÚJÍTOTT, EMELETI LAKÁSOK ELADÓK!!! AZ V. KERÜLETBEN, ÚJ LIPÓTVÁROS kedvelt részén, kerültek kialakításra egy 30 m2-s, amerikai...",CDC Báthory,https://ingatlanok.hu/elado/lakas/budapest_v_ker/39-millio-ft;32-negyzetmeter;1-szoba;tegla-epitesu/9720076,2019-10-21,hu
9721878,32,1,Tégla,39900000,"3 az 1-ben! Tökéletes befektetés, ahol a modern stílus, és a belvárosi életérzés találkozik. A NYUGATI TÉRHEZ KÖZEL, FELÚJÍTOTT, EMELETI LAKÁSOK ELADÓK!!! AZ V. KERÜLETBEN, ÚJ LIPÓTVÁROS kedvelt részén, kerültek kialakításra egy 30 m2-s, amerikai...",CDC Ingatlan IV.Ker. Szita Ingatlan Kft.,https://ingatlanok.hu/elado/lakas/budapest_v_ker/39-millio-ft;32-negyzetmeter;1-szoba;tegla-epitesu/9721878,2019-10-21,hu
9739324,25,1,Nincs,22900000,"A belváros szívében, teljesen felújított, álló galériával rendelkező, költözhető állapotú studio lakás alacsony fenntartási költséggel eladó.
A környéken rengeteg bolt, kávézó, illetve vendéglátó egység található. Az elhelyezkedés...",Tecnocasa,https://ingatlanok.hu/elado/lakas/budapest_v_ker/22-millio-ft;25-negyzetmeter;1-szoba;nincs-megadva-epitesu/9739324,2019-10-21,hu
9721669,32,1,Tégla,39900000,"3 az 1-ben! Tökéletes befektetés, ahol a modern stílus, és a belvárosi életérzés találkozik. A NYUGATI TÉRHEZ KÖZEL, FELÚJÍTOTT, EMELETI LAKÁSOK ELADÓK!!! AZ V. KERÜLETBEN, ÚJ LIPÓTVÁROS kedvelt részén, kerültek kialakításra egy 30 m2-s, amerikai...",Cdci Teréz krt-i iroda,https://ingatlanok.hu/elado/lakas/budapest_v_ker/39-millio-ft;32-negyzetmeter;1-szoba;tegla-epitesu/9721669,2019-10-21,hu
9630578,33,1,Tégla,44300000,"EGYETEMISTÁK - BEFEKTETŐK- ELSŐ LAKÁSUKAT KERESŐK FIGYELEM!!!
Budapest 3 nagy egyetemének ( BME, Corvinus, ELTE ) közvetlen közelében kínálok eldásra egy igazi kis garzont, mely nem mellesleg gyönyörű PANORÁMÁVAL is meg van áldva!
A lakás...",GDN Ingatlaniroda.,https://ingatlanok.hu/elado/lakas/budapest_v_ker/44-millio-ft;33-negyzetmeter;1-szoba;tegla-epitesu/9630578,2019-10-21,hu
9721732,32,1,Tégla,39900000,"3 az 1-ben! Tökéletes befektetés, ahol a modern stílus, és a belvárosi életérzés találkozik. A NYUGATI TÉRHEZ KÖZEL, FELÚJÍTOTT, EMELETI LAKÁSOK ELADÓK!!! AZ V. KERÜLETBEN, ÚJ LIPÓTVÁROS kedvelt részén, kerültek kialakításra egy 30 m2-s, amerikai...",CDC Báthory,https://ingatlanok.hu/elado/lakas/budapest_v_ker/39-millio-ft;32-negyzetmeter;1-szoba;tegla-epitesu/9721732,2019-10-21,hu
9752059,32,1,Tégla,39900000,"Tökéletes befektetés, ahol a modern stílus, és a belvárosi életérzés találkozik.
A NYUGATI TÉRHEZ KÖZEL, FELÚJÍTOTT, EMELETI LAKÁSOK ELADÓK!!! AZ V. KERÜLETBEN, LIPÓTVÁROS kedvelt részén, kerültek kialakításra egy 30 m2-s, amerikai konyhás...",CDC Ingatlan IV.Ker. Szita Ingatlan Kft.,https://ingatlanok.hu/elado/lakas/budapest_v_ker/lipotvaros;39-millio-ft;32-negyzetmeter;1-1-szoba;tegla-epitesu/9752059,2019-10-21,hu
9739093,30,1,Nincs,43300000,"Budapest, 5th district, Vaci street, 30 m2 135.000 Euro
Vaci-street,sunny studio&balcony,view,newly furnished,internet,AC (5thVaci-utca,Ferencziek-tere,Main-Market)
5th-Vaci-street,sunny studio&balcony,view,newly furnished,internet
-near...",,https://ingatlanok.hu/elado/lakas/budapest_v_ker/43-millio-ft;30-negyzetmeter;1-szoba;nincs-megadva-epitesu/9739093,2019-10-21,hu
9738947,30,1,Nincs,43300000,"Budapest, 5th district, Vaci street, 30 m2 130.000 Euro
Vaci-street,sunny studio&balcony,view,newly furnished,internet,AC (5thVaci-utca,Ferencziek-tere,Main-Market)
5th-Vaci-street,sunny studio&balcony,view,newly furnished,internet
-near...",,https://ingatlanok.hu/elado/lakas/budapest_v_ker/43-millio-ft;30-negyzetmeter;1-szoba;nincs-megadva-epitesu/9738947,2019-10-21,hu
9737329,32,1,Tégla,39900000,"3 az 1-ben! Tökéletes befektetés, ahol a modern stílus, és a belvárosi életérzés találkozik. A NYUGATI TÉRHEZ KÖZEL, FELÚJÍTOTT, EMELETI LAKÁSOK ELADÓK!!! AZ V. KERÜLETBEN, LIPÓTVÁROS kedvelt részén, kerültek kialakításra egy 30 m2-s, amerikai...",CDC Ingatlan IV.Ker. Szita Ingatlan Kft.,https://ingatlanok.hu/elado/lakas/budapest_v_ker/39-millio-ft;32-negyzetmeter;1-szoba;tegla-epitesu/9737329,2019-10-21,hu
9352021,26,1,Tégla,28600000,"Budapest V. kerületének központi közkedvelt részén, ötemeletes téglaépítésű társasház 2. emeletén, 26nm-es lakás eladó.
Az ingatlan falai fiatalos, halvány színekre lettek festve.
Szobái magas kopásállóságú és jó állapotban lévő laminált...",GREAT HOME,https://ingatlanok.hu/elado/lakas/budapest_v_ker/28-millio-ft;26-negyzetmeter;1-szoba;tegla-epitesu/9352021,2019-10-21,hu
9603730,33,1,Tégla,44300000,"EGYETEMISTÁK - BEFEKTETŐK- ELSŐ LAKÁSUKAT KERESŐK FIGYELEM!!!
Budapest 3 nagy egyetemének ( BME, Corvinus, ELTE ) közvetlen közelében kínálok eldásra egy igazi kis garzont, mely nem mellesleg gyönyörű PANORÁMÁVAL is meg van áldva!
A lakás...",,https://ingatlanok.hu/elado/lakas/budapest_v_ker/44-millio-ft;33-negyzetmeter;1-szoba;tegla-epitesu/9603730,2019-10-21,hu
9618092,27,2,Tégla,22700000,"*** V. KERÜLETI, BELSŐUDVAROS LAKÁS ELADÓ A SZENT ISTVÁN KÖRÚTON ***
Eladásra kínálok egy, tulajdoni lap szerint 27m2, két szintes (13,5+13,5m2) felújítandó garzont. Elhelyezkedése a Nyugati tér és a Jászai Mari tér között , a körúton van....",OTP Ingatlanpont Szépvölgyi út,https://ingatlanok.hu/elado/lakas/budapest_v_ker/22-millio-ft;27-negyzetmeter;2-szoba;tegla-epitesu/9618092,2019-10-21,hu
9737873,32,1,Tégla,39900000,"3 az 1-ben! Tökéletes befektetés, ahol a modern stílus, és a belvárosi életérzés találkozik. A NYUGATI TÉRHEZ KÖZEL, FELÚJÍTOTT, EMELETI LAKÁSOK ELADÓK!!! AZ V. KERÜLETBEN, ÚJ LIPÓTVÁROS kedvelt részén, kerültek kialakításra egy 30 m2-s, amerikai...",CDC Báthory,https://ingatlanok.hu/elado/lakas/budapest_v_ker/39-millio-ft;32-negyzetmeter;1-szoba;tegla-epitesu/9737873,2019-10-21,hu
9236587,26,1,Tégla,28600000,"V. kerületben, Lipótvárosban, a Báthory utcában jó közlekedéssel, liftes házban eladó egy 1 szobás garzon lakás.
Illyés Margit 0670-377-3343",OTPIP Petneházy utca,https://ingatlanok.hu/elado/lakas/budapest_v_ker/28-millio-ft;26-negyzetmeter;1-szoba;tegla-epitesu/9236587,2018-11-04,hu
9286302,30,0,Tégla,43000000,"Eladó az V. kerületben egyedülálló panorámával rendelkező 6.emeleti 30 nm es lakás a
Liftes, rendezett épületben található a lakás.
Óriási ablakokból élvezheti a csodálatos kilátást, Deák tér -Hild tér parkot, a Szent István Bazilikát, Budapest...",Gold House Ingatlaniroda,https://ingatlanok.hu/elado/lakas/budapest_v_ker/43-millio-ft;30-negyzetmeter;0-szoba;tegla-epitesu/9286302,2018-11-04,hu
8761516,33,1,Tégla,35000000,"GARANTÁLT 6-7%-OS HOZAM BEFEKTETŐKNEK AZ AULICH UTCÁBAN!
Az 5.kerület egyik legkedveltebb részén, az Aulich utcában eladó lett egy földszinti, csendes, 33 nm-es, alacsony rezsivel rendelkező, teljesen felújított lakás gyönyörű, polgári...","Duna House - XII. ker, Városmajor utca u.",https://ingatlanok.hu/elado/lakas/budapest_v_ker/35-millio-ft;33-negyzetmeter;1-szoba;tegla-epitesu/8761516,2018-11-04,hu
9269396,26,1,Tégla,44000000,"Eladásra kinálom a belváros szívében a Váci utcában . 28m2 -es , Studio lakásom.
A lakás előnye, hogy a terasza és ablaki belső udvarra néznek, aminek köszönhetően rendkívül csendes.
A vételi árban benne van az összes bútor, konyhafelszerelés,...","Duna House - XII. ker, Városmajor utca u.",https://ingatlanok.hu/elado/lakas/budapest_v_ker/44-millio-ft;26-negyzetmeter;1-szoba;tegla-epitesu/9269396,2018-11-04,hu
9271082,32,1,Tégla,34900000,"KIZÁRÓLAG NÁLUNK! Budapest, V. kerület, Lipótváros szívében, a Parlament mellett és a Dunához közel kínálunk eladásra egy 32 nm alapterületű, 1+1 szobás, jó állapotban lévő lakást, kifejezetten többségi rövidtávú kiadással foglalkozó házban....",OTPIP Dezseffy utca,https://ingatlanok.hu/elado/lakas/budapest_v_ker/34-millio-ft;32-negyzetmeter;1-1-szoba;tegla-epitesu/9271082,2018-11-04,hu
9287102,26,1,Tégla,44000000,"Eladásra kinálom a belváros szívében a Váci utcában . 28m2 -es , Studio lakásom.
A lakás előnye, hogy a terasza és ablaki belső udvarra néznek, aminek köszönhetően rendkívül csendes.
A vételi árban benne van az összes bútor, konyhafelszerelés,...",Smart Ingatlan Podmaniczky utca,https://ingatlanok.hu/elado/lakas/budapest_v_ker/44-millio-ft;26-negyzetmeter;1-szoba;tegla-epitesu/9287102,2018-11-04,hu
8576480,32,1,Tégla,25900000,"V. ÉKSZERDOBOZ!! Szent István körúton, eladó cirkós, jó műszaki állapotnak örvendő, nagy belmagassággal rendelkező, igényesen felújított, polgári épületben lévő garzon. Ritkaság! Fiataloknak, első lakást keresőknek, vagy befektetők részére is!!...","Duna House - XII. ker, Városmajor utca u.",https://ingatlanok.hu/elado/lakas/budapest_v_ker/25-millio-ft;32-negyzetmeter;1-szoba;tegla-epitesu/8576480,2018-11-04,hu
9279261,32,1,Tégla,34900000,"KIZÁRÓLAG NÁLUNK! Budapest, V. kerület, Lipótváros szívében, a Parlament mellett és a Dunához közel kínálunk eladásra egy 32 nm alapterületű, 1+1 szobás, jó állapotban lévő lakást, kifejezetten többségi rövidtávú kiadással foglalkozó házban....",OTPIP Kreativ Ingatlaniroda,https://ingatlanok.hu/elado/lakas/budapest_v_ker/34-millio-ft;32-negyzetmeter;1-1-szoba;tegla-epitesu/9279261,2018-11-04,hu
9311738,26,1,Tégla,44000000,"Eladásra kinálom a belváros szívében a Váci utcában . 28m2 -es , Studio lakásom.
A lakás előnye, hogy a terasza és ablaki belső udvarra néznek, aminek köszönhetően rendkívül csendes.
A vételi árban benne van az összes bútor, konyhafelszerelés,...",Smart Falk Miksa,https://ingatlanok.hu/elado/lakas/budapest_v_ker/44-millio-ft;26-negyzetmeter;1-szoba;tegla-epitesu/9311738,2018-11-04,hu
9258505,32,1,Tégla,34900000,"KIZÁRÓLAG NÁLUNK! Budapest, V. kerület, Lipótváros szívében, a Parlament mellett és a Dunához közel kínálunk eladásra egy 32 nm alapterületű, 1+1 szobás, jó állapotban lévő lakást, kifejezetten többségi rövidtávú kiadással foglalkozó házban....",OTPIP Kreativ Ingatlaniroda,https://ingatlanok.hu/elado/lakas/budapest_v_ker/34-millio-ft;32-negyzetmeter;1-1-szoba;tegla-epitesu/9258505,2018-11-04,hu
9257728,32,1,Tégla,34900000,"KIZÁRÓLAG NÁLUNK! Budapest, V. kerület, Lipótváros szívében, a Parlament mellett és a Dunához közel kínálunk eladásra egy 32 nm alapterületű, 1+1 szobás, jó állapotban lévő lakást, kifejezetten többségi rövidtávú kiadással foglalkozó házban....",,https://ingatlanok.hu/elado/lakas/budapest_v_ker/34-millio-ft;32-negyzetmeter;1-1-szoba;tegla-epitesu/9257728,2018-11-04,hu
9329047,26,1,Tégla,44000000,"Eladásra kinálom a belváros szívében a Váci utcában . 28m2 -es , Studio lakásom.
A lakás előnye, hogy a terasza és ablaki belső udvarra néznek, aminek köszönhetően rendkívül csendes.
A vételi árban benne van az összes bútor, konyhafelszerelés,...",Smart Ingatlan Podmaniczky utca,https://ingatlanok.hu/elado/lakas/budapest_v_ker/44-millio-ft;26-negyzetmeter;1-szoba;tegla-epitesu/9329047,2018-11-04,hu
9328392,33,1,Nincs,33000000,"Budapest belvárosában forgalmas központjában az Astoriánál egy kimondottan csendes lakás a harmadik emelet elszigetelt részén található. Lifttel egyszerűen megközelíthető.A lakásban praktikai szempontból egy falra szerelt, lehajtható asztal...",Városi Ingatlaniroda,https://ingatlanok.hu/elado/lakas/budapest_v_ker/33-millio-ft;33-negyzetmeter;1-szoba;nincs-megadva-epitesu/9328392,2018-11-04,hu
9265235,32,2,Tégla,34900000,"Parlament mellett, jó állapotú, esztétikailag és műszakilag részben felújított (esztétikailag 5 éve, cirkó 2 éve), tulajdoni lap szerint 32 nm-es, 1 szobás, valóságban 2 szobássá alakított (12,95 nm, 10 nm), NY-i fekvésű, csendes belső udvarra...",,https://ingatlanok.hu/elado/lakas/budapest_v_ker/34-millio-ft;32-negyzetmeter;2-szoba;tegla-epitesu/9265235,2018-11-04,hu
9327254,32,1,Tégla,34900000,"KIZÁRÓLAG NÁLUNK! Budapest, V. kerület, Lipótváros szívében, a Parlament mellett és a Dunához közel kínálunk eladásra egy 32 nm alapterületű, 1+1 szobás, jó állapotban lévő lakást, kifejezetten többségi rövidtávú kiadással foglalkozó házban....",OTP Ingatlanpont Hűvösvölgyi út,https://ingatlanok.hu/elado/lakas/budapest_v_ker/34-millio-ft;32-negyzetmeter;1-1-szoba;tegla-epitesu/9327254,2018-11-04,hu
9311745,32,1,Tégla,34900000,"BELVÁROSBAN ELADÓ!
Budapest, V. kerület, Lipótváros szívében, a Parlament mellett és a Dunához közel kínálunk eladásra egy 32 nm alapterületű, 1+1 szobás, jó állapotban lévő lakást. Egyedi adottságok; tágas nappali, külön bejárattal rendelkező...",OTP Ingatlanpont Hűvösvölgyi út,https://ingatlanok.hu/elado/lakas/budapest_v_ker/34-millio-ft;32-negyzetmeter;1-1-szoba;tegla-epitesu/9311745,2018-11-04,hu
9257408,32,1,Tégla,34900000,"KIZÁRÓLAG NÁLUNK! Budapest, V. kerület, Lipótváros szívében, a Parlament mellett és a Dunához közel kínálunk eladásra egy 32 nm alapterületű, 1+1 szobás, jó állapotban lévő lakást, kifejezetten többségi rövidtávú kiadással foglalkozó házban....",OTPIP Petneházy utca,https://ingatlanok.hu/elado/lakas/budapest_v_ker/34-millio-ft;32-negyzetmeter;1-1-szoba;tegla-epitesu/9257408,2018-11-04,hu
9278418,33,0,Tégla,49000000,"BEFEKTETÉSNEK kiválóan alkalmas!!!
Eladó a SZENT ISTVÁN TÉREN egy 5.emeleti BAZILIKÁRA panorámás ingatlan.
A lakás alapterülete 33nm, jelenleg két kis szoba kialakítású.
Az ingatlan kiválóan alkalmas AIRBNB-HOSTEL...",Gold House Ingatlaniroda,https://ingatlanok.hu/elado/lakas/budapest_v_ker/49-millio-ft;33-negyzetmeter;0-szoba;tegla-epitesu/9278418,2018-11-04,hu
8692847,32,1,Tégla,33000000,"Az 5. kerület szívében, a Váci utcáról nyíló kis utcában, nagyon szép, liftes házban, 3. emeleti, 32 nm-es lakás eladó. A lakás teljes felújítása most fejeződött be, ami érintette a teljes gépészetet, a burkolatokat, a szanitereket, egy szóval...","Duna House - XII. ker, Városmajor utca u.",https://ingatlanok.hu/elado/lakas/budapest_v_ker/33-millio-ft;32-negyzetmeter;1-szoba;tegla-epitesu/8692847,2018-11-04,hu
9293027,33,0,Tégla,24750000,"Emeleti elhelyezkedés: Emeleten Emelet száma: 4 Alapterülete: 33 m2 Állapota: átlagos
Becsült érték: 24.750.000 Ft
Minimál ára: 24.750.000 Ft
AZ INGATLAN VÉGREHAJTÁS MIATT KERÜL ELADÁSRA!
Téglalakás, alapterület(m2):33,...",H-KONTAKT GROUP KFT.,https://ingatlanok.hu/elado/lakas/budapest_v_ker/24-millio-ft;33-negyzetmeter;0-szoba;tegla-epitesu/9293027,2018-11-04,hu
